|positive|, |  the fact that we lived in a judgemental society | 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |i miss hueningkai’s long hair    URL| 
|negative|, | wish me luck | 
|negative|, | no wayyyyy. im always older than most of my moots  im 19 btw| 
|negative|, |jimin's live was so sho  i loved his typing noise| 
|negative|, |i feel so guilty not replying to my yfc friends  i dont know what to do i just really dont want to talk to anyone ((| 
|negative|, |  26 days before seventeen’s 5th anniversary 🥺 look at them so happy announcing their debut  im not crying you are | 
|negative|, |  ok but they changed the character that plays mateo in jane the virgin and i wasn’t ready, the other one had the cutest…| 
|negative|, |  it hus to see someone you love didn’t fight for you as much as you fight for them | 
|negative|, | i get it  i barely has any moots when i changed but hopefully you can find a way where twt makes u happ… URL| 
|negative|, | wow lucky | 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |  i still think about this moment in the gdas when jin saw an actor standing alone so he went beside him and danced and star…| 
|negative|, | you def need to see an ent specialist babe | 
|negative|, |  i still think about this moment in the gdas when jin saw an actor standing alone so he went beside him and danced and star…| 
|negative|, |  noooo cause joon knows exactly how to wake up each member  URL| 
|negative|, | ok now i wanna join bl selca day | 
|negative|, |wholesome as heck.  give some more follows to this fren, if you didn't follow him.| 
|negative|, |  it'll never not hu. never. rest in perfect peace gianna | 
|negative|, |  i’m so sorry| 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, | im scared  i hope not beyonce lmajsjsj| 
|negative|, |lmk how javis mom has had all these bomb pics of me in europe &amp; now is when i come to see them | 
|negative|, |  can’t stop thinking about jungkook’s cute reactions every time someone calls him “handsome”   URL| 
|negative|, | i'm so sorry  rip shasha &lt;3| 
|negative|, |damn pain 1993 was a let down | 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |  i still think about this moment in the gdas when jin saw an actor standing alone so he went beside him and danced and star…| 
|negative|, |  i love soobin  URL| 
|negative|, |want strawberry milk or smoothie rn | 
|negative|, |i just want some brownies right now | 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |bro jin’s so beautiful why is he taken for granted so often  im sad| 
|negative|, |naibog ko ni glnn da huhu i wanna move out too and have my own place | 
|negative|, | im just | 
|negative|, |calling child suppo | 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |  i still think about this moment in the gdas when jin saw an actor standing alone so he went beside him and danced and star…| 
|negative|, |  jihyo: i feel bad for jeongyeon  also jihyo: would everyone like to see a pic of jeongyeons sty URL| 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, | thats so annoying tf  URL| 
|negative|, |  can’t stop thinking about jungkook’s cute reactions every time someone calls him “handsome”   URL| 
|negative|, | it sucks i know  that’s like a list of the best things in real life atm lol| 
|negative|, | i don't want to hu anyone | 
|negative|, |  i still think about this moment in the gdas when jin saw an actor standing alone so he went beside him and danced and star…| 
|negative|, | i love u so much | 
|negative|, |plsss do not let ur kids watch all movies all day everyday!! it literally slows their development  then y’all won… URL| 
|negative|, |ok that was a lame link share google. | 
|negative|, | me too | 
|negative|, |does anyone know where to find the missadventuremay prompt list? i googled it but i can't find it | 
|negative|, |   no? a student asking for a teacher's phone number is generally frowned upon where i live | 
|negative|, | liat dong | 
|negative|, |   don’t see your fav trending | 
|negative|, | jyou, did you already drink water?  don't forget to drink water  to_too| 
|negative|, |  i’m happy where i am atm but this type of happy... i miss it  i wanna be like this happy again| 
|negative|, |  i still think about this moment in the gdas when jin saw an actor standing alone so he went beside him and danced and star…| 
|negative|, |  i still think about this moment in the gdas when jin saw an actor standing alone so he went beside him and danced and star…| 
|negative|, |  it hus to see someone you love didn’t fight for you as much as you fight for them | 
|negative|, |begging  at this point to keep the game up. otherwise that is all of my childhood gone   club penguin:… URL| 
|negative|, |missing given hours  URL| 
|negative|, |  i still think about this moment in the gdas when jin saw an actor standing alone so he went beside him and danced and star…| 
|negative|, |what do i have to do to get  to follow me | 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |to_too i need friends, do you want to be my friend, jaeyun? | 
|negative|, |  from ‘he looks like 3 y/o boy’ to ‘little kid, grade 3’ u can tell how much jimmy adores his bf  URL| 
|negative|, |im awake did jimin leave? | 
|negative|, | i miss him  it was sho 😔| 
|negative|, | it won’t let me | 
|negative|, |  can’t stop thinking about jungkook’s cute reactions every time someone calls him “handsome”   URL| 
|negative|, | i love u  : (| 
|negative|, | i love u | 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |  it hus to see someone you love didn’t fight for you as much as you fight for them | 
|negative|, |  mark speaking in spanish is so cute   URL| 
|negative|, |i miss jimin | 
|negative|, |jimin’s friends are indeed lucky to hear his soothing voice during calls | 
|negative|, | they took my knife  URL| 
|negative|, |    he maybe he dont like others to do the same? why he blocked m… URL| 
|negative|, | jimins live | 
|negative|, |  i still think about this moment in the gdas when jin saw an actor standing alone so he went beside him and danced and star…| 
|negative|, | i’m so sorry. | 
|negative|, |they really had to use this picture as the song cover for all the performances ?  URL| 
|negative|, |nothing hus more than a friend texting u saying how much they miss u and can’t wait to go on adventures with u again | 
|negative|, | seungmin would cry if he got  pickpocketed omg | 
|negative|, |  cute concept!!! ahahahhaha idk  i just wanna see that type of shit from them jdjsjsjjdjsjd it would be funny and surprisin…| 
|negative|, |  since so many of yall don't about this performance it is from japan conce in honour of the singer from his favourite jap…| 
|negative|, |  i still think about this moment in the gdas when jin saw an actor standing alone so he went beside him and danced and star…| 
|negative|, |  26 days before seventeen’s 5th anniversary 🥺 look at them so happy announcing their debut  im not crying you are | 
|negative|, |my hea is sooooooooo  love him | 
|negative|, |  [master]: i'm seeing a lot of people saying they don't miss me at all   if you're going to be like that, then fine. good…| 
|negative|, |and yet i just keep buying albums for the chance at a fansign which may not happen for at least another year .... 🙃| 
|negative|, | i’ll try!! | 
|negative|, |  army :    yoongi : do you wanna watch me paint ? i will also do a radio show where i will comfo you and a song i d…| 
|negative|, |i miss seeing them on stage  blackpink jisoo jennie rosé lisa  URL| 
|negative|, |been watching clay videos on youtube and i realized how much i miss making a | 
|negative|, |wait i missed jimin's live | 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |ohhhh bby   jimin you deserve so much better &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;| 
|negative|, |  can’t stop thinking about jungkook’s cute reactions every time someone calls him “handsome”   URL| 
|negative|, |done done done  sb19ikakosoon  | 
|negative|, |  number of followers doesn’t really matter if no one interacts with you | 
|negative|, |  it hus to see someone you love didn’t fight for you as much as you fight for them | 
|negative|, | aw man, i’m broke  fine what about jeffree star’s whole house.| 
|negative|, |feelsbadman | 
|negative|, |  mark doesn’t know when they can next meet ahgases after comeback   marktuan  got7_dye got7_notbythemoon 나빠이더…| 
|negative|, |just saw a vid on my tl and it made me cry  i hate people| 
|negative|, |  can’t stop thinking about jungkook’s cute reactions every time someone calls him “handsome”   URL| 
